id,text,label,clean_text,reference_time
UgwFfHhxy51wECQOhTp4AaABAg,"এ গান গুলো শুনলে মন ভরে যায়, 
আজকাল ছেলেমেয়েরা শুনতো....  দৃষ্টি ভঙ্গি পাল্টাতো... এরা তো মোবাইল  নিয়ে ব্যস্ত...",1,"এ গান গুলো শুনলে মন ভরে যায়, আজকাল ছেলেমেয়েরা শুনতো.... দৃষ্টি ভঙ্গি পাল্টাতো... এরা তো মোবাইল নিয়ে ব্যস্ত...",2024-11-22T17:32:24Z
UgzfcCtle9MHCFzWvTN4AaABAg,স্রষ্টার চেয়ে বড় বলতে নেই। আদি তো বরেন্যই ইনিও বুকের মাঝেই থাকুন।,0,স্রষ্টার চেয়ে বড় বলতে নেই। আদি তো বরেন্যই ইনিও বুকের মাঝেই থাকুন।,2024-07-20T03:26:53Z
UgwEdvvYkmQJ1LAEFGJ4AaABAg,"ঝরো হাওয়ায় যদি , নিরাপদ আশ্রয়  টুকোও নিঃশেষ  হয়ে যায়,, 
তখন, পাখিটাও মাঠিতে পরে, ঝাপটাতে থাকে 😅😅😅😅",1,"ঝরো হাওয়ায় যদি , নিরাপদ আশ্রয় টুকোও নিঃশেষ হয়ে যায়,, তখন, পাখিটাও মাঠিতে পরে, ঝাপটাতে থাকে",2023-10-25T04:53:56Z
UgxtcGlsLVSOx44Ci6R4AaABAg,অনেক কষ্ট মনের ভিতর।,1,অনেক কষ্ট মনের ভিতর।,2024-07-17T14:56:18Z
UgxD-ShKZQJY-joKOIB4AaABAg,"আগের যোগের গান গুলা আসলেই এখন শুনলে অনেক ভালো লাগে,,সব চেয়ে বেশি ভালো লাগে,, কমেন্ট গুলা পড়তে,,,হাজার মামুষের প্রিয় মানুষ হাড়ানোর আত্যনাধ শুনা যায়,,,,,
আমি আমার প্রিয় মানুষটা আল্লাহ রহমতে পেয়ে গেছি,,,❤️শুকরিয়া",1,"আগের যোগের গান গুলা আসলেই এখন শুনলে অনেক ভালো লাগে,,সব চেয়ে বেশি ভালো লাগে,, কমেন্ট গুলা পড়তে,,,হাজার মামুষের প্রিয় মানুষ হাড়ানোর আত্যনাধ শুনা যায়,,,,, আমি আমার প্রিয় মানুষটা আল্লাহ রহমতে পেয়ে গেছি,,,️শুকরিয়া",2024-06-07T10:25:10Z
Ugwfr_gk01OtiujdqyN4AaABAg,"কিছু গান মনের গভির থেকে অনুভূতি তৈরি করে,,দশকের পর দশক ধরে নতুন প্রজন্ম নতুন করে শুনবে, 😢",1,"কিছু গান মনের গভির থেকে অনুভূতি তৈরি করে,,দশকের পর দশক ধরে নতুন প্রজন্ম নতুন করে শুনবে,",2025-06-27T16:38:08Z
UgxOkV9LijjjsDy3wNh4AaABAg,"পরিবারের অজুহাত দিয়ে আজ 19 মাস আমার প্রাক্তন আমাকে খুব বাজে ভাবে আগাত করে ছেড়ে গেছে , এখন এইসব গান শুনেই বেঁচে আছি ,তারপরও বলবো ভালোবাসা সুন্দর 💔😅",1,"পরিবারের অজুহাত দিয়ে আজ 19 মাস আমার প্রাক্তন আমাকে খুব বাজে ভাবে আগাত করে ছেড়ে গেছে , এখন এইসব গান শুনেই বেঁচে আছি ,তারপরও বলবো ভালোবাসা সুন্দর",2024-02-18T05:52:28Z
Ugxz_SzfjfYSJw9jZ7l4AaABAg,"যারে আকাশে উড়ে যা

যারে পথ ভুলে যা....

জানি রে এ জীবনে

তোকে পাবার নয়

আকাশের ঠিকানা

খুঁজে পাবার কথা নয়",1,যারে আকাশে উড়ে যা যারে পথ ভুলে যা.... জানি রে এ জীবনে তোকে পাবার নয় আকাশের ঠিকানা খুঁজে পাবার কথা নয়,2024-11-05T12:41:01Z
UgwNJz7nuEq-FeJpnwR4AaABAg,পাশে থাকুন আমি কয়েকটগান শুনি মনটা তেমন একটা ভালো না বন্যার প্রভাতে আমরা খুব কষ্টে ভুগতেছি,1,পাশে থাকুন আমি কয়েকটগান শুনি মনটা তেমন একটা ভালো না বন্যার প্রভাতে আমরা খুব কষ্টে ভুগতেছি,2024-08-23T09:58:26Z
Ugx60sc3BxvhXyoGY5V4AaABAg,যারা ২০৩৪ সালে এসে এই গানটি শুনবেন তাদের জন্য  কমেন্ট টা রেখে গেলাম,1,যারা ২০৩৪ সালে এসে এই গানটি শুনবেন তাদের জন্য কমেন্ট টা রেখে গেলাম,2024-05-07T09:02:43Z
UgzqSdGyx--MYKavtC14AaABAg,"কেউ যদি ভালো না বাসে তারজন্য কি সব ফেলে যাবো,😢",1,"কেউ যদি ভালো না বাসে তারজন্য কি সব ফেলে যাবো,",2025-06-21T02:21:07Z
UgxAiKY0jrEorlRE2-F4AaABAg,তোমাকে পেলাম না এটা কি আমার ব্যার্থতা নাকি তোমার হেয়ালীপনা তা আজও বুজতে পারলাম না????,1,তোমাকে পেলাম না এটা কি আমার ব্যার্থতা নাকি তোমার হেয়ালীপনা তা আজও বুজতে পারলাম না????,2025-03-18T16:25:03Z
UgwwfyZNCGRtBpaQ-5l4AaABAg,আমি ও গান টা অনেক ভালবাসি,1,আমি ও গান টা অনেক ভালবাসি,2024-04-09T02:06:12Z
Ugwt2iZZ3PoQaJ1mm7t4AaABAg,সোনালী দিনের গান!,1,সোনালী দিনের গান!,2024-10-19T17:26:03Z
UgxypMy6mYt5-ifNErR4AaABAg,"গানতো অনোক সুন্ধার, আর মানুষের  Comment দেখে  আমার চুরমার হয়ে  গেছে, এই গানটাতে মানুষ  এতো Comment করেছে পড়ে  সেস  করা যাবেনা,,",1,"গানতো অনোক সুন্ধার, আর মানুষের Comment দেখে আমার চুরমার হয়ে গেছে, এই গানটাতে মানুষ এতো Comment করেছে পড়ে সেস করা যাবেনা,,",2024-10-05T15:24:10Z
Ugy8BW4yqcvpVtImP6h4AaABAg,এই গান গুলোর কোন তুলনা হয় না,0,এই গান গুলোর কোন তুলনা হয় না,2025-04-17T08:12:08Z
Ugzyfh1DcMhPCfHfjfx4AaABAg,"২০২৫ এ এসেও কেন জানি আগেকার দিনের গান শুনেই ভালো লাগে, প্রতিটি কথার মাঝে মধ্যে ভালো বাসা লুকানো ❤️ তোমাকে পেলে গানের মানে বুঝতাম না মায়াবতী 😅😅❤️",1,"২০২৫ এ এসেও কেন জানি আগেকার দিনের গান শুনেই ভালো লাগে, প্রতিটি কথার মাঝে মধ্যে ভালো বাসা লুকানো ️ তোমাকে পেলে গানের মানে বুঝতাম না মায়াবতী ️",2025-05-11T05:11:59Z
UgxFve6zcUxEZxrDG7V4AaABAg,"তোমাকে পেয়ে গেলে হয়তো এই গানটি শুনা হতো না,, ধন্যবাদ তোমাকে,,  আমায় এমন সুন্দর একটি গান শুনার সুযোগ করে দেওয়ার জন্য 💔",1,"তোমাকে পেয়ে গেলে হয়তো এই গানটি শুনা হতো না,, ধন্যবাদ তোমাকে,, আমায় এমন সুন্দর একটি গান শুনার সুযোগ করে দেওয়ার জন্য",2025-04-09T17:57:21Z
UgzQqotVpmYXvPBdV8h4AaABAg,এই গানগুলা কোনদিন পুরনো হবে না এত সুন্দর সুর সুরের কথাগুলো ভবিষ্যৎ জেনারেশনের জন্য এই গানগুলা আরো জনপ্রিয় হবে,0,এই গানগুলা কোনদিন পুরনো হবে না এত সুন্দর সুর সুরের কথাগুলো ভবিষ্যৎ জেনারেশনের জন্য এই গানগুলা আরো জনপ্রিয় হবে,2024-06-09T04:47:31Z
UgyGTAnrU7QSHguPo-14AaABAg,কেনো যেনো গান গুলো অনেক ভালো লাগে 🥹🥹,0,কেনো যেনো গান গুলো অনেক ভালো লাগে,2025-03-28T23:56:48Z
UgyNIb3r31maqw_0kCF4AaABAg,"আমরা দুজন মিলে শুনছি ২০৭০ সালের তরুণ যুবকদের বলছি, এ গান গুলো আমাদের সময়ের, এটা আমাদের গৌরব,,,,,,",1,"আমরা দুজন মিলে শুনছি ২০৭০ সালের তরুণ যুবকদের বলছি, এ গান গুলো আমাদের সময়ের, এটা আমাদের গৌরব,,,,,,",2024-12-23T15:16:21Z
Ugyax6g8xcXA_cAdjsp4AaABAg,"হেরে গেছে মন তার ছলনার কাছে,
সে আজ কেমন আছে, জানি না।
মাসুদ",1,"হেরে গেছে মন তার ছলনার কাছে, সে আজ কেমন আছে, জানি না। মাসুদ",2023-11-06T06:42:59Z
Ugzgm8OK_xM4q058YNx4AaABAg,এ-ই গানে কেমন জানি শান্তি লাগে 😢,1,এ-ই গানে কেমন জানি শান্তি লাগে,2025-05-12T16:06:26Z
UgxC8aq12L6o3Z8y4a54AaABAg,আপনার কন্ঠ আমার হৃদয়ে যেন সবসময় বাজে। সৃষ্টিকর্তা সৃষ্টির সময় আপনার কন্ঠে সবটা দিয়ে এই ভবে পাঠায়ে দিল।,1,আপনার কন্ঠ আমার হৃদয়ে যেন সবসময় বাজে। সৃষ্টিকর্তা সৃষ্টির সময় আপনার কন্ঠে সবটা দিয়ে এই ভবে পাঠায়ে দিল।,2024-11-10T03:26:55Z
Ugy_ffioZsst3gfV3ql4AaABAg,অমর গান এই গানটি অনেক ছোট বেলা থেকে শুনে আসছি,1,অমর গান এই গানটি অনেক ছোট বেলা থেকে শুনে আসছি,2025-04-16T09:54:43Z
UgzrRCllwPotpLqRX9h4AaABAg,আমাদের বাড়ির পাশে তালগাছ আছে সেই গাছটার নীচে রাত দুইটা তিনটার সময় গানটা গাই গাছটার মধ্যে জিনের বসবাস আমি দেখী আমার খ্যতী করে না,1,আমাদের বাড়ির পাশে তালগাছ আছে সেই গাছটার নীচে রাত দুইটা তিনটার সময় গানটা গাই গাছটার মধ্যে জিনের বসবাস আমি দেখী আমার খ্যতী করে না,2025-02-06T16:23:57Z
UgyfFJkIpL8wTdcl4954AaABAg,এখনো ভালবাসি তোমাকে। তোমার কন্ঠকে,1,এখনো ভালবাসি তোমাকে। তোমার কন্ঠকে,2024-10-04T07:05:29Z
UgzbOkfWWzocqA30asx4AaABAg,"বাস্তব বাদী গান, চোখ জলে ভরে যায়,গান বুঝি এমনই হয়",1,"বাস্তব বাদী গান, চোখ জলে ভরে যায়,গান বুঝি এমনই হয়",2024-10-31T14:54:34Z
UgxCPVDA5CnALd8w1j94AaABAg,আমার প্রিয় শিল্পী দারুন গান,1,আমার প্রিয় শিল্পী দারুন গান,2025-09-25T16:58:14Z
UgxkgKJmr3VrcNAJiuJ4AaABAg,আমার অনেক পছন্দের গান। আনেক সৃতি আছে  এই গানে।,1,আমার অনেক পছন্দের গান। আনেক সৃতি আছে এই গানে।,2025-04-29T09:40:52Z
UgyuzUlNRT0zxZ6omcN4AaABAg,৫ ই আগস্ট ২০২৪ ডেডিকেটেড অফ হাসিনা।,1,৫ ই আগস্ট ২০২৪ ডেডিকেটেড অফ হাসিনা।,2024-08-13T08:37:35Z
UgxBwsJImiRxxoIuHkt4AaABAg,ভালোলাগা কখনও কমবে না ২০২৫ এসেও শুনলাম,0,ভালোলাগা কখনও কমবে না ২০২৫ এসেও শুনলাম,2025-03-28T16:50:23Z
UgwfOr6KlFuxTp9vTQZ4AaABAg,"সত্যিই আপনার গানগুলো এত মিষ্টি আমি বসে বসে প্রায় শুনতে থাকি আপনার গান আপুর সত্যিই আপনি একটা মহান যতই শুনি ততই মনে হয় কম,,",1,"সত্যিই আপনার গানগুলো এত মিষ্টি আমি বসে বসে প্রায় শুনতে থাকি আপনার গান আপুর সত্যিই আপনি একটা মহান যতই শুনি ততই মনে হয় কম,,",2024-09-07T06:12:25Z
UgydumEl-IV9tRK3zxJ4AaABAg,তুমি আর আসবেনা ফিরে তবুও অপেক্ষায় আছি,1,তুমি আর আসবেনা ফিরে তবুও অপেক্ষায় আছি,2024-08-27T14:29:56Z
Ugw9GMb60Ed3uOyoJ5N4AaABAg,"তোমাকে পেয়ে গেলে হয়তো এতো সুন্দর গানটা শুনানি হতো না , প্রিয়",1,"তোমাকে পেয়ে গেলে হয়তো এতো সুন্দর গানটা শুনানি হতো না , প্রিয়",2025-06-21T22:03:43Z
Ugwcgrszc32y5htx3EF4AaABAg,আমিএইফোনটাধরেবসেথাকোবো জয়রাধে জয় রাধে জয় রাধে জয় রাধে জয় রাধে জয় রাধে জয় রাধে জয় রাধে জয় ❤❤😂😂😂😂😂😂😂😂🎉,1,আমিএইফোনটাধরেবসেথাকোবো জয়রাধে জয় রাধে জয় রাধে জয় রাধে জয় রাধে জয় রাধে জয় রাধে জয় রাধে জয়,2025-06-25T11:02:16Z
UgyjLP_wwWTxo0q5d_Z4AaABAg,যতো ভালোবাসা ততো বিরহ,1,যতো ভালোবাসা ততো বিরহ,2025-02-15T15:29:44Z
UgynYCJH_EyKeKQ7bSt4AaABAg,বিশ বছর পরে। আজ পুরনো  কথা গুলা মনে পরে গেল।যেখানে থাকুক ভালো থাকুক।,1,বিশ বছর পরে। আজ পুরনো কথা গুলা মনে পরে গেল।যেখানে থাকুক ভালো থাকুক।,2024-08-24T19:19:43Z
Ugx--ldqgLSPiwLxt1h4AaABAg,২০২৪ সালে এসে এখনো এই গান শুনি,1,২০২৪ সালে এসে এখনো এই গান শুনি,2024-05-18T08:11:22Z
UgzRGtpjX4GXpsmKtp54AaABAg,"হায়রে গান, প্রেমের সাথে মিশে যাই।",1,"হায়রে গান, প্রেমের সাথে মিশে যাই।",2024-01-08T17:23:35Z
UgxL5W7aXKLBpBpgOMh4AaABAg,আমার খুবই একটি প্রিয় গান,1,আমার খুবই একটি প্রিয় গান,2024-09-22T17:28:09Z
UgwFf6TMh_SG17YIfKZ4AaABAg,সুখ পাখি তোমাকে কেন খুঁজে নিতে হয়🤔🤔,1,সুখ পাখি তোমাকে কেন খুঁজে নিতে হয়,2025-01-04T14:21:31Z
Ugyg_jVQMnD3UCsPztR4AaABAg,"কিছু গান আছে  সুনলে প্রিয়জনের থেকেও ভালো লাগে। 
জেমন এইরোকমের অনেক গান আছে জতো সুনী ততোই ভালো লাগে 
এইগান গুলো অমরত্ত্ব,,,,",1,"কিছু গান আছে সুনলে প্রিয়জনের থেকেও ভালো লাগে। জেমন এইরোকমের অনেক গান আছে জতো সুনী ততোই ভালো লাগে এইগান গুলো অমরত্ত্ব,,,,",2024-09-06T18:23:46Z
Ugydb4GjxkLJJqo97jV4AaABAg,২০২৪ এসে আমি ও শুনেছি। খুবই ভালো লাগে গানটা।,1,২০২৪ এসে আমি ও শুনেছি। খুবই ভালো লাগে গানটা।,2024-09-10T10:40:49Z
Ugw27K-4-1ZytmDcp3l4AaABAg,"আছালামু আলাইকুম,,পৃথিবীতে ভালো বাসা সব চেয়ে  দামি,, সব চেয়ে,, তাই যদি হয়,, সব কিছুতেই আপনি  কেনো সন্দেহ করেন,, আমি আগের গানের উওর টা দিতেছি।। দশ বসর আগেও কি আপোনার, আমার  পরিচয় ছিল?!!অবাক লাগে।",1,"আছালামু আলাইকুম,,পৃথিবীতে ভালো বাসা সব চেয়ে দামি,, সব চেয়ে,, তাই যদি হয়,, সব কিছুতেই আপনি কেনো সন্দেহ করেন,, আমি আগের গানের উওর টা দিতেছি।। দশ বসর আগেও কি আপোনার, আমার পরিচয় ছিল?!!অবাক লাগে।",2025-05-28T04:52:58Z
Ugz1Xa2RnXBT2yZCwax4AaABAg,এই গানগুলো কখনো পুরাতন হবার নয়।নব্বইয়ের দশকে যেমন জনপ্রিয় ছিল এখন ও ঠিক তেমনটাই আছে,0,এই গানগুলো কখনো পুরাতন হবার নয়।নব্বইয়ের দশকে যেমন জনপ্রিয় ছিল এখন ও ঠিক তেমনটাই আছে,2025-01-01T16:06:32Z
UgzUIEGrQFKa6XaXfV14AaABAg,অমর শিল্পী ওমর কালজয়ী সংগীত ।,1,অমর শিল্পী ওমর কালজয়ী সংগীত ।,2024-08-13T08:25:05Z
UgzZg-7GDRqSRCv5S8B4AaABAg,"২০১৭ সালে আমি আর আমার প্রেমিকা এই গান টা অনেক  বার শুনেছি, কিন্ত সে এখন আর নাই, তাই আজ আমি একাই সোনলাম😂😂😂😂",1,"২০১৭ সালে আমি আর আমার প্রেমিকা এই গান টা অনেক বার শুনেছি, কিন্ত সে এখন আর নাই, তাই আজ আমি একাই সোনলাম",2024-07-08T07:50:44Z
UgyRyGz7rTh5BgbM8D14AaABAg,২০২৫ এ শুঞ্চহি,1,২০২৫ এ শুঞ্চহি,2025-01-05T03:05:43Z
Ugx_Ek7IvHZ-vwDo4bt4AaABAg,"এই গান টি শুনলে আমি অতিতে চলে যাই , আমার খুবই ভালো লাগার গান",1,"এই গান টি শুনলে আমি অতিতে চলে যাই , আমার খুবই ভালো লাগার গান",2025-03-28T15:57:44Z
UgxHBh8sYVtqLVtFHUh4AaABAg,অসাধারণ ❤🎉❤🎉❤🎉 ভালো বাসা অবিরাম ❤🎉❤🎉❤🎉,1,অসাধারণ ভালো বাসা অবিরাম,2025-12-15T07:15:05Z
UgzygQiR7Umb8-DzTf14AaABAg,আমি ছোট বেলায় অনেক শুনছি এই গানটা আমার কাক্কু[ Munna aziz ]শুনতো তখন আমি মানে বুঝতাম না এখন বুঝি ভালো লাগে গানটা,1,আমি ছোট বেলায় অনেক শুনছি এই গানটা আমার কাক্কু[ Munna aziz ]শুনতো তখন আমি মানে বুঝতাম না এখন বুঝি ভালো লাগে গানটা,2025-07-07T19:59:05Z
Ugz28fxvQ8ighQnUwiJ4AaABAg,"বন্ধন এমনই এক বিষয় এবং 
এক শ্রেষ্ঠ উপাহার  এক সুতায় গাঁতা না হলে, হয় না,",1,"বন্ধন এমনই এক বিষয় এবং এক শ্রেষ্ঠ উপাহার এক সুতায় গাঁতা না হলে, হয় না,",2025-02-18T06:44:43Z
UgxCiBvAaZNG8aVSDIt4AaABAg,"অনুভব, অনুভূতি, চিন্তা চেতনা ভাবনা,সব অনিয়ন্ত্রিত হয়ে গেলে, জীবন ও,সেই সাথে, 
ভাবুক পাখির মতো হয়ে, বেঁচে থাকে,",1,"অনুভব, অনুভূতি, চিন্তা চেতনা ভাবনা,সব অনিয়ন্ত্রিত হয়ে গেলে, জীবন ও,সেই সাথে, ভাবুক পাখির মতো হয়ে, বেঁচে থাকে,",2025-04-06T19:17:00Z
Ugxv3uJgxLFlMFtcngF4AaABAg,"আমাকে ছেরে গিয়ে সে হয়তো খুবই সুখে আছে,  তবে আল্লাহ তাকে ভালো রাখুক।  😊",1,"আমাকে ছেরে গিয়ে সে হয়তো খুবই সুখে আছে, তবে আল্লাহ তাকে ভালো রাখুক।",2024-09-09T12:00:36Z
UgzHG2tr1mvCbGJzFHt4AaABAg,"ছোটকালে গানটা গাইতাম,এখনো দাগ কাটে 
৫ ডিসেম্বর ২০২৩,রোম,ইতালী",1,"ছোটকালে গানটা গাইতাম,এখনো দাগ কাটে ৫ ডিসেম্বর ২০২৩,রোম,ইতালী",2023-12-05T19:39:57Z
UgwT5GLHj-Oe852mTnN4AaABAg,কি কমেন্ট করব কলম ধরতি সাহস পাই না এক কথায় মনোমুগ্ধকর অপূর্ব,1,কি কমেন্ট করব কলম ধরতি সাহস পাই না এক কথায় মনোমুগ্ধকর অপূর্ব,2025-01-13T05:42:37Z
Ugx6dhYtc-erc6btINl4AaABAg,কমেন্ট করার জন্য আপনাকে অসংখ্য ধন্যবাদ।।।,0,কমেন্ট করার জন্য আপনাকে অসংখ্য ধন্যবাদ।।।,2024-11-27T20:40:22Z
UgzOstAwfkagfxe-5lp4AaABAg,"যে ভুলে যাবার সেতো অবশ্য ই,,,,, ভুলে যাবেই,,",1,"যে ভুলে যাবার সেতো অবশ্য ই,,,,, ভুলে যাবেই,,",2025-02-18T06:41:46Z
Ugwv5EzypyuHSWFQXu94AaABAg,পুরনো গান অতীত কখনো মুছে যাবে না।,1,পুরনো গান অতীত কখনো মুছে যাবে না।,2025-06-28T04:42:53Z
Ugwz0Fu5jb1Izj6qJth4AaABAg,মানুষের জীবন আর এই গানগুলো একই সূত্রে গাঁথা...,1,মানুষের জীবন আর এই গানগুলো একই সূত্রে গাঁথা...,2024-01-05T17:43:09Z
UgzMCpc2jzCPL6ky6PB4AaABAg,"শত চেষ্টার মাঝেও বেইমান কে ধরে রাখতে পারিনি,,,তাই মাঝ রাতে ঘুম ভেঙ্গে এই গানটি শুনি😢😢😢😢😢",1,"শত চেষ্টার মাঝেও বেইমান কে ধরে রাখতে পারিনি,,,তাই মাঝ রাতে ঘুম ভেঙ্গে এই গানটি শুনি",2024-05-10T08:20:06Z
UgyF2L6Szm4WYIQPKTx4AaABAg,আমার পিয়ো গান,1,আমার পিয়ো গান,2024-06-16T09:20:47Z
Ugw3I53o-Ue_xIJKYE54AaABAg,"কিছি বলার নেই, কিছু অনুভুতি প্রকাশযোগ্য নয়।",0,"কিছি বলার নেই, কিছু অনুভুতি প্রকাশযোগ্য নয়।",2025-06-30T17:16:19Z
UgwXFgR4H4fa5az_oSF4AaABAg,অসাধারণ গান  সামনে পেলে ই শুনি এই গান।যুগে যুগে অমর এই গান,1,অসাধারণ গান সামনে পেলে ই শুনি এই গান।যুগে যুগে অমর এই গান,2023-09-14T08:18:14Z
UgxCJiJGm0OBBd2qOGh4AaABAg,কিছু গানের কথা যেখানে জীবনের সাথে একাকার হয়ে যায় এগানটা সে রকমই একটা গান!!!,1,কিছু গানের কথা যেখানে জীবনের সাথে একাকার হয়ে যায় এগানটা সে রকমই একটা গান!!!,2024-09-15T07:08:14Z
UgyjNV9Z4dJyxe68_1p4AaABAg,"রিক্তা তুমি ছিলে, আছও আমৃত্যু।",1,"রিক্তা তুমি ছিলে, আছও আমৃত্যু।",2025-07-02T12:05:43Z
UgyGmKWHIpBFtbFnE094AaABAg,"প্রিয়জন কেন শুধু কাছেই আসে না,দূরেও চলে যায় তাহার  আপন ঠিকানায়",1,"প্রিয়জন কেন শুধু কাছেই আসে না,দূরেও চলে যায় তাহার আপন ঠিকানায়",2023-07-06T17:14:06Z
Ugyw0QbeLcpD56Uu4PZ4AaABAg,"আমার সাধের, মন প্রাণের gayok Bashir ahmed, নাম টা ও মন ছুয়ে যায়, ভালো থাকবেন ভাই, India",1,"আমার সাধের, মন প্রাণের gayok Bashir ahmed, নাম টা ও মন ছুয়ে যায়, ভালো থাকবেন ভাই, India",2024-06-03T07:31:33Z
UgwwjZvEtyyraa9Yts54AaABAg,"আমার একাডেমীর কথা মনে পড়ল, হারিয়ে গিয়েছিলাম ছোট বেলাই ❤",1,"আমার একাডেমীর কথা মনে পড়ল, হারিয়ে গিয়েছিলাম ছোট বেলাই",2024-11-24T11:43:25Z
UgxNacLlY3OIt5trdqJ4AaABAg,"সেই থেকে দুনিয়ার কোন কিছু ভাবনায় রাখা যায় না,,,,, ভাবুক হয়ে অদৃশ্য হয়ে থাকে",1,"সেই থেকে দুনিয়ার কোন কিছু ভাবনায় রাখা যায় না,,,,, ভাবুক হয়ে অদৃশ্য হয়ে থাকে",2025-07-18T19:04:06Z
UgyPVH8HcIqnIwPtgJV4AaABAg,"আজ ২২/০৮/২০২৪ ইং, গান টা শুনলাম, 
আগামী প্রজন্মের জন্য কমেন্ট টা রেখে গেলাম,",1,"আজ ২২/০৮/২০২৪ ইং, গান টা শুনলাম, আগামী প্রজন্মের জন্য কমেন্ট টা রেখে গেলাম,",2024-08-22T08:12:06Z
UgyS7z-GZ4MmbTfRINV4AaABAg,আমি সব সময় এই গান শুনি,1,আমি সব সময় এই গান শুনি,2024-12-01T17:20:15Z
Ugy2N8TjKnqnb9dkoBl4AaABAg,এ গান কোন দিন ও পুরনো হবে না এবং মুছে যাবে না। হারিয়ে যাবে না। ❤❤❤🎉🎉🎉,0,এ গান কোন দিন ও পুরনো হবে না এবং মুছে যাবে না। হারিয়ে যাবে না।,2024-11-24T17:21:55Z
Ugw1Uemf5eGd-p5zMnF4AaABAg,বিশ্বে মনির খাঁন একজনই তার প্রমান এখানেই একজন কিংবদন্তী শিল্পীর কালজয়ী একটি গান কত সহজ সরল ভাবে প্রানোবন্ত করে উপস্হাপন করলো,1,বিশ্বে মনির খাঁন একজনই তার প্রমান এখানেই একজন কিংবদন্তী শিল্পীর কালজয়ী একটি গান কত সহজ সরল ভাবে প্রানোবন্ত করে উপস্হাপন করলো,2024-12-23T08:25:20Z
UgwnRgUpsWQF8dudPpJ4AaABAg,"কতো নরম নরম কথা দিয়ে 'গাইলো রেএএএ,,💖 গান,মনের গান",1,"কতো নরম নরম কথা দিয়ে 'গাইলো রেএএএ,, গান,মনের গান",2025-04-25T03:23:25Z
UgxwV-T-ZMm9mWefBcl4AaABAg,আজ আমিতাকে মুক্ত করে দিয়েছি সেও আমাকে মুক্ত করে দিয়েছে আজ সে মুক্ত কিন্ত আমিতো মুক্ত হতে পারলামনা নিয়তির কতোই না খেলা আমি আজ বড় একাহয়ে গেলাম সে আমারমনটাই বুজলনা,1,আজ আমিতাকে মুক্ত করে দিয়েছি সেও আমাকে মুক্ত করে দিয়েছে আজ সে মুক্ত কিন্ত আমিতো মুক্ত হতে পারলামনা নিয়তির কতোই না খেলা আমি আজ বড় একাহয়ে গেলাম সে আমারমনটাই বুজলনা,2024-05-23T21:15:35Z
UgzZjqEP1HIKxKfT-C54AaABAg,২০২৪ কে কে শুনছেন,0,২০২৪ কে কে শুনছেন,2024-10-26T04:25:54Z
UgzR1-Zq8RKZ6FvEgxF4AaABAg,"এই গান আমার আব্বার মুখে অনেক শুনেছি আগে,তখন শুধু কথায় শুনেছি কিন্তু বুঝিনি কথায় কি বলছে😢😢😢",1,"এই গান আমার আব্বার মুখে অনেক শুনেছি আগে,তখন শুধু কথায় শুনেছি কিন্তু বুঝিনি কথায় কি বলছে",2023-05-13T17:28:17Z
UgwONfnJ3rRxnZ_qKwx4AaABAg,রেডিওতে এই গানগুলো আগে শুনতাম হৃদয় ছুঁয়ে যেত।,1,রেডিওতে এই গানগুলো আগে শুনতাম হৃদয় ছুঁয়ে যেত।,2025-09-14T19:16:44Z
UgyzocXKjGpp4gt_hgJ4AaABAg,"জানি রে এ জীবনে
তোকে পাবার নয়।
আকাশের ঠিকানা
খুঁজে পাবার কথা নয়।।",1,জানি রে এ জীবনে তোকে পাবার নয়। আকাশের ঠিকানা খুঁজে পাবার কথা নয়।।,2023-09-14T07:38:27Z
UgwVQ8sCSNuTF11dEYt4AaABAg,"❤❤❤
কি লিখবো ভুলে গেছি. 
হে আল্লাহ সবাইকে ভালো রেখ। 😭😭😭😭😭",1,কি লিখবো ভুলে গেছি. হে আল্লাহ সবাইকে ভালো রেখ।,2024-03-18T10:49:57Z
UgzxJZ4yYMmoGf2lJJd4AaABAg,এই গানটা শুনলে আমার ভেতরটা ক্ষতবীক্ষত হয়ে যায় 😢😢😢,1,এই গানটা শুনলে আমার ভেতরটা ক্ষতবীক্ষত হয়ে যায়,2024-03-30T16:11:45Z
UgzpB7nInwrQmc-CqhJ4AaABAg,হৃদয় ছুঁয়ে যাওয়া  কথা ও সুর ।,1,হৃদয় ছুঁয়ে যাওয়া কথা ও সুর ।,2025-07-01T06:01:22Z
UgwdwW3hHLfW3NlOdBJ4AaABAg,শিল্পি এবং শিল্পির গান আমার প্রিয়।,1,শিল্পি এবং শিল্পির গান আমার প্রিয়।,2025-04-06T06:40:12Z
Ugwb9sTzcfiWzuO8Avl4AaABAg,দিপানিতা নাম্বার ওয়ানে,1,দিপানিতা নাম্বার ওয়ানে,2025-10-23T14:34:54Z
UgwHlatBurZjhFXnWrp4AaABAg,খারা ওয়াজ বিরহী কই খাওয়া ওয়াজ ভিডিও আমার প্রিয় গান ওই গানে খুব কষ্ট হয়,1,খারা ওয়াজ বিরহী কই খাওয়া ওয়াজ ভিডিও আমার প্রিয় গান ওই গানে খুব কষ্ট হয়,2025-11-03T01:45:18Z
Ugytq1EpDKV7q_gGsAB4AaABAg,এর মধ্যে যদি একটা গান শুনেছি😂😂😂😂😂😂😂😂,1,এর মধ্যে যদি একটা গান শুনেছি,2025-10-02T05:25:43Z
