text,nostalgic
একমাত্র সেই বুঝেনি যাকে আমি হাজার বুঝানোর চেষ্টা করছি,1
হঠাৎ গানটা শুনতে ইচ্ছা করলো আমার মতো কে কে ২০২৩ সালে শুনছো,0
কলকাতা কনসার্ট দেখার পর আবার ও গান টা শুনতে এলাম।আমার মতো কেউ থাকলে লাইক করবেন।আবার কোনো দিন দেখা হবে।,0
আমার জীবনের সাথে মিল আছে,0
হটাৎ গান টার কথা মনে পড়লো আর শুনতে এলাম  যে যাকে ভালোবাসে সে যেন তাকে পায় কারণ না পাওয়ার কষ্ট যার হারায় সেই জানে,0
হটাৎ করে গানটার কথা মনে পরল।আমার মতো কে কে গানটাকে পছন্দ করেন,0
১০ বছর হয়ে গেলো কিন্ত মনে হয় কয়েক দিন আগে গান টি বের হয়েছে।,1
হটাৎ আমার আজ গান টা শুনতে ইচ্ছে করলো ২০২৩০২১৭ইং কে কে আমার মত এই গান টা শুনতে এসেছেন,0
আজ একজন কে অনেক টা মিস করছি এই গান টা শুনলে তার কথা খুব মনে পড়ছে তার মুখটা চোখের সামনে ভেসে উঠছে,1
গানটা শুনলে অনেক কিছু মনে পড়ে যায়,1
কলকাতার গান সেরকম শোনা হয়ে ওঠেনা কিন্তু এইটা এমন একটা গান যে গানটা শুনে শান্তি লাগে এবং কষ্টও।,0
২০২৩ সালে এসেও শুনছি সত্যি অসাধারণ,0
২০২৩ এ এসেও এতো ভাল্লাগে গানটা,0
গানের শুরুটা মনটা কে শান্ত করে দেয়,0
আমার প্রিয় মানুষটা নাকি আমারে মিস করলে সব সময় এই গান টা শুনতোযখন আমি রাগ করে কথা না বলতামযে মানুষটা আমারে এতো ভালোবাসতো সে ও আমারে ছেড়ে দিছেতাই আমি প্রতিদিন এই গান টা শুনে কান্না করি ২০২৩,1
প্রিয় মানুষটাকে ছেড়ে থাকা কতটা কষ্টের তা হারে হারে জানি,1
কেউ কি এটা মুভি দিতে পারবে,0
হ্নদয় শিহরিত হয়ে ওঠে অর্জিত সিং এর গান শুনলে ২০২৩ এ গানটি শুনে থাকলে লাইক দিন,0
কে কে এই গান টি ২০২৩সালে শুনছো,0
৫ বছরের সম্পর্ক পূর্ণ হয়েছিল ২০২২২০ নভেম্বর আর ২৩ নভেম্বর আমারা আলাদে হয়ে গেছি পরিবার এর কারনে। যদি ও তাকে আমি ভুলতে পারি নি দূর থেকে ভালোবেসে যাবো সারাজীবন। ভালো থাকুক ভালোবাসা,1
তোমাকে পেয়ে গেলে হয়তো গানটা শুনার সময় টগবগে রক্তের সেলগুলো হিমশীতল হয়ে যেতো না। নিকোটিনের ধোঁয়ায় আমাকে খুজেই পেতো না কখনো।,1
অরিজিৎ সিং তার সমস্ত মায়া ঢেলে দিয়েছে গানটার পিছনে এত আবেগী সুন্দর গানটার প্রতি সুবিচার কেউ করতে পারত না,0
আজ বাইরে এসে হাড়ে হাড়ে টের পাচ্ছি আমার বাংলা সবার সেরা।।।।তার ওপর অরিজিৎ সিং এর গলায় বাংলা গান।।।। অসাধারণ,0
গান তো নয় য়েনো এক বালতি মধু,0
সঙ্গীত বাংলা সেই সব সোনালী দিন।,1
চাইলাম আর পেয়ে গেলাম এমনটা কেন করেছিলেবাবা এখন আমার একটা ভালো বন্ধু এনে দাও কোথায় থেকে এনে দিবে আমি জানি না আমার ভালো বন্ধু চাই।,1
এটা যত বার শুনি না কেন আমাকে এই গান সব সময় কাদাই,0
হয়তো আমি প্রথম শুনলাম ২০২৩ সালে সত্যি এই সব গান কখনো পূরানো হবে না,1
২০২৩ সালে এসেও কে কে গানটা সুনছো  যতবার কস্ট পাই ততবার ওই গানটা শুনা,1
এই গানের প্রথম মিউজিকটা খুব সুন্দর এবং দুঃখের,0
২০২৩ সালের কমেন্ট টা কর লাম,0
ছবি টা দেখ লে চোখে পানি আসে,0
২০২৩ এই বছরে কমেন্টটি রেখে গেলাম । হয়তো এই পৃথিবীতে একদিন আমি আর আর থাকবো না  কিন্তু আমার পরবর্তী জেনারেশন আমার এই কমেন্টটি দেখবে আর বলবে আঃ হাঃ কি অপূর্ব কণ্ঠের একটি ভালো গান ।,0
সাতার জেনেও ভালোবাসার সমুদ্রে ডুবে মরা প্রত্যেকটা মানুষ এখানে উপস্থিত।,0
এ গানটা যখন রিলিজ হয় তখন আমার বয়স ছিল ৭ বছর।তখন গানটার কিছু বুঝি নিকিন্তু এখন প্রত্যেকটা লিরিক্স বুঝতে পারি,1
তারপরও সে বোঝেনা ।,0
তুমিও কি আমার মতো কমেন্ট পড়তে এসেছো তাহলে লাইক করো,0
বেটার অপশন পেয়ে কেউ আমাকে ছেড়ে গেলে আমার দুঃখ লাগে না কারণ আমি চাই না কেউ আমাকে পেয়ে পিছিয়ে যাক হেরে যাক আফসোস করুক কিংবা মন ছোট করে বাঁচুক আমি চাই প্রত্যেকেই জিতুকজীবনে এগিয়ে যাক মন খুলে বাঁচুক,0
বাবার অপারেশন মায়ের অশক্ত শরীর সেমিস্টারের চাপ প্রেমিকার ছেড়ে চলে যাওয়া এসবের মাঝেই আমাদের ছাপোষা জীবনে যখন একের পর এক ঘুমহীন রাত কেটে যায় ঘরের এককোনে পড়ে থাকা সিঙ্গেল বেডে তখন এই গানগুলোই হয়ে ওঠে আমাদের মধ্যরাতের স্যারিডন,1
পুরো হারিয়ে গেছি আমি সেই দিনগুলোতে ।,1
আমার শুনা সেরা গান চিলো এটা,0
কি এমন ক্ষতি হতো যদি সবাই তার ভালোবাসার মানুষ টাকে পেতে,0
আজ কে কমেন্ট রেখে গেলাম যাতে কেউ কখনো লাইক করলে নোটিফিকেশন এর মাধ্যমে আমাকে আরো একবার সুযোগ করে দেয় এই অসাধর  গান টা শুনার সুযোগ করে দেয় আমার বিশ্বাস অরিজিৎ সিং ও মনে হয় আর এই রকম গান তৈরি করতে পারবে নী,0
আজ হঠাৎ করেই যেন,0
সে এখন ও বুজলোনা,0
আমার পাখি ও বুঝে না,0
মাঝ রাতে ফুপিয়ে কেঁদে দেওয়া মানুষ গুলো বুঝে ভালোবাসা কেমন হয়,0
রাত জেগে গানটা শুনতে শুনতে হারিয়ে যাওয়া ভালোবাসা কে মনে করে ফুঁপিয়ে ফুঁপিয়ে কেঁদে ওঠা আমি,0
খুব প্রিয় গান আমার,0
২০২৩ এ কে কে শুনছেন,0
মনটা ভালো নেই তাই শুনতে এলাম আর নিজের কমেন্ট টাও রেখে গেলাম স্মৃতি হিসেবে কেউ লাইক দিলে এক দু বছর পর আবার মনে পড়বে স্মৃতি ভেসে উঠবে মন খারাপের সময় এই গানটা শুনেছিলাম৷ বাংলাদেশরংপুরকাউনিয়া বেইলীব্রিজ থেকে আমি রাজ,0
আমার সব থেকে বেশি শুনতে থাকা গান গুলোর মধ্যে এইটা একটা যত বার শুনি তত বার ই শুনতে মন চায় আর শুনতে থাকা আমি আমার অজান্তেই পুরনো স্মৃতি গুলো মনে পড়ে যায় চোখের কোনে পানি চলে আসে  হয়তো গানটা যুগ যুগ ধরে থেকে যায় কখন কোনো নোটিফিকেশন আসবে আবারও তুমার সাথে কাটানো পুরনো স্মৃতি গুলো মনে পড়বে গানটা আবারও এক বার শুনে আসবো,0
একটা কমেন্ট রেখে গেলাম যখন কেউ শুনতে আসবে কমেন্টে লাইক দিয়ে যাবে তখন নোটিফিকেশন পেয়ে আবার এসে গানটা শুনে যাবো কিছু কিছু গানের রেশ হয়তো আজীবন রয়েই যাবে,0
২০২৩ সালে কারা কারা দেখছেন,0
এই মানুষটাকে প্রতিটা জনমে পেতে চাই,0
প্রতিদিন যেহেতু গানটি শুনি কমেন্টটি রেখে গেলাম এরপর লাইক দেখে বুঝে নিবো কতজন গান শুনতে এসে কমেন্টটি পড়ে গেল,0
কতদিন ভেবেছি কেউ যদি শুধু আমাকে ভেবেই এই গানটা পাঠাতোআজ এই কমেন্ট রেখে গেলাম ছেলেমানুষের মতো। ভালোবাসা থাকুক সত্যিকারের অনুভূতিতে।,1
গানটা আমার খুব প্রিয়মিস করি সেই দিন গুলো,1
আমি যখন গান টা শুনি মনে  হয় আমিআমার জীবনে অনেক কিছু হারিয়ে ভেলেছি আমি চাইলেও আর সেসব ফিরে পাওয়া সম্ভব নয়,0
২০২৩ সালে কে কে দেখছেন তাড়া লাইক করেন,0
২০২৩ এ এসে কে কে এই গান শুনছোহাত তুলো,0
বোঝে না সে বোঝে না সে কোনো দিন বুঝলো না তাকে কতো ভালোবাসি,0
ভালো থাকুক বেইমান টা,0
ভালো থেকো প্রিয় এ জন্মে আর পাওয়া হবে না।,0
আমার শেষ নিশ্বাস পর্যন্ত আমি অরিজিৎ সিং এর গান শুনে যাবো আর এই গান টা অন্যতম প্রিয় গান  ভালো থেকো অরিজিৎ সিং,0
হঠাৎ করেই কমেন্ট পরতে আসলাম কিন্তু এখানে শুধু আপন হারার আর্তনাদ,0
২০২৩ সালে এসে কে কে এই অসাধারণ গানটা শুনছে সাড়া দাও,0
আজ দশ বছর পর ও গানটা শুনলেও সেই একই অনুভব আহা।,1
হঠাৎ মনে পড়লো প্রিয় গানটির কথা তাই গানটি শুনে আবারও ২০২৩ সালের জানুয়ারি মাসের শেষের দিকে একটা কমেন্ট রেখে গেলাম।,0
২০২৩ মন দিয়ে সুনলাম রিদয় কেডে নিল গান টা,0
কে কে ২০২৩ গানটা শুনেছ,0
মনটা অনেক খারাপ থাকার কারণে গানটা শুনতে আসলামমাঝে মঝে কেনো মনে পরে অতীতের সেই কথা,1
তাকে আজো বুঝাতে পারিনি তাকে কতটা ভালবাসি,0
সত্যি গানটা একেবারে ভিন্ন লেভেলের বস অরিজিৎ ২৬০১২০২৩,0
১০০বছর পরও কেউ কেউ মাঝ রাতে কানে হেডফোন কানে লাগিয়ে শুনবে আর অজান্তেই চেখের কোন ভিজে যাবে,0
সত্যি এই গান টা শুনলে আর কতো কি যে মনে পরেজাই আর চোখে জল চলে আসে,0
১০ বছর দরে শুনতাছি,1
২০২৩ সাল কে আছেন বাংলাদেশ থেকে,0
গান মাঝে মাঝে শুনতে ইচ্ছে করে,0
আবার ও গান শুনতে চলে আসলাম  ২০২৩,0
প্রিয় মানুষ কে হারানোর যন্ত্রণা নিয়ে যখন গান টা শুনতে আসি বুক টা কেঁপে উঠে তারপর ও গানটা শুনি৷৷ ওই যে কথায় আছে না নেশা ক্ষতির কারন তবুও মানুষ নেশা করে৷৷ আমিও তেমন আমি জানি তার স্মৃতি আমাকে বাঁচতে দিচ্ছে না তবুও আমি তার স্মৃতি আকড়ে ধরছি,1
হঠাৎ যদি কখনো প্রিয় মানুষ টা এই গান টা কখনো শুনতে আসে৷ কমেন্ট টা জানো তার চোখে পড়ে৷,1
বস তুমি হাজার মানুষের ইমোশন,0
২০৩০ সালের জন্য কমেন্ট টা রেখে গেলাম আজ থেকে ৭ বছর পর যখন ছোটরা গানটা শুনবে তারা জানবে একসময় কতো ভালোবাসতাম এই গানটাকে,1
কেন সন্ধ্যে হলে সে পালায়,0
বৃষ্টির দিনে দুই কানে হেডফোন দিয়ে এই গান শোনার যে ফিলিংস। কেউ না শুনলে বুঝতে পারবেন নাহ। অসাধারণ লিরিক্সসুর দুটোই,0
২০১৩ সাল থেকে গান টির নেশা যে আমাকে দরছে এখন ২০২৩ সালে পরলাম তাও গানটির নেশা আমাকে ছাড়লো না,1
আজকের দিনেও গানটি প্রিয়,0
বাঙালি না হলে আতো সুন্দর গানের মানে বুঝতাম না,0
বাঙালি এই গান কখোনো ভূলতে পারবে নাকারন সকল ব্যর্থ প্রেমীরা জনে গানটির আশল মানে টা কি,0
এই গান শুনলে মন ভরে যাই,0
জীবনের সবচেয়ে সুন্দর অনুভূতি এই সময় আমাদের দিয়ে যায়। সেই মানুষটি হয়তো জীবনে থাকবে না কিন্তু তাঁর ছেড়ে যাওয়া অনুভূতিগুলো মিষ্টি স্মৃতি হয়ে সারা জীবন সঙ্গে থেকে যায়।,1
পেমে না পরলে হয়তো এতো সুন্দর গানটা বার বার শুনা হতো না।,0
তারাই প্রকৃত প্রেমিক যারা মনের মানুষটাকে কখনোই ভালোবাসার কথা বলতে পারেনা । শুধু আড়াল থেকে ভালবাসে।,0
সত্যি তার সাথে তখন অনেক কথা বলেছি কিনতু ভালোবাসর কথা বলতে পারিনি,0
আমি একজনকে অনেক ভালোবাসি কিন্তু তাকে বলতে পারি না,0
২০২৩ সালে কে কে দেখেছেন,0
তাকে হারানোর ৭ বছর পূর্ণ হবে। আজো এই গান গুলো শুনলে চোখের কোনে জল আসে৷ ভালো থেকো তুমি সারা জীবন সেই কামনা করি। নেই কোন অভিযোগ।,1
কখনো সে বোঝেনা উল্টে আমাকে অপরাধী করে দেয় ‌,0
গানটার রিলিজড হওয়ার প্রায় ১০ টা বছর পর কমেন্ট করে রাখলাম আজকে যেমন গানটা উপলব্ধি করছি আগামী ১০ বছর পরেও যেন একই উপলব্ধি করতে পারি।,1
প্রেম না করেও এই গানটা শুনে ভালো ফিল নিই,0
২০৯০ সালের জন্য কমেন্ট করে রেখে গেলাম,0
জীবনে ২ বার ই কেদেছি প্রথম বার বাবা মেরেছিল তখন এবং দ্বিতীয় বার যখন অনেক চেষ্টার পর ও সে বুঝেলো না,1
কাওকে কি পাগল এর চেয়ে ও বেশি ভালোবাসলে তাকে ভালবাসা শিখানো যায়,0
জানি না গানটা এতো কেন সুন্দর,0
দুই হাজার ২৩সালে কমেন্ট করে রেখে গেলাম আমাদের পরে আমাদের সন্তানরা যখন গানটা শুনবে তখন বুজবে গানটা কত পছন্দের ছিল,0
কিছু জিনিসের প্রতি ভালোলাগা কখনোই শেষ হবার নয়,0
অনুভূতিটা তো আমৃত্যু পর্যন্ত থেকে যাবে,0
অরিজিৎ স্যারের কন্ঠের প্রতি আচ্ছন্ন হওয়ার পর আমার বন্ধু এই গানটি সুপারিশ করেছিল,0
আমি রেগুলার ১বার করে শুনি,0
অরিজিৎ এর জন্য এসেছি,0
ভালোবাসায় পাপ কতটুকু জানা নেই তবে প্রায়শ্চিত্ত অনেক বেশি,0
আজকের এই কমেন্ট আমার জন্য নয় । আমি জয়াকে আমার জীবন থেকে হারিয়ে ফেলেছি তার জন্য । জানি সে আর কখনো আমার জীবনে ফিরে আসবে না।,1
আজীবন গানটা প্রিয় হয়ে রবে কখনো অপ্রিয় হবে না,0
জানি আবার আসবে কালকে নিয়ে পালকি পালকি ভাবনা ফেলে চলে যাবে করে একলা আমাকে,0
গানটি সারাজীবনের জন্য প্রিয় হয়ে থাকবে,0
আমার এই গান টা খুব প্রিয়,0
অরিজিৎ সিং মানেই অন্য রকম একটা অনুভূতি,0
আজ ১০ বছর হয়ে গেলো তাও আমি এই গানের পাগল জানি না কি আছে এই গানের ভেতর,1
হঠাৎ করেই গানটা শুনতে মন চাইলো কেন যেন একটা ইমোশন নিয়ে গানটা শুনতে মন চাই কিন্তু কোন কারন নাই।,1
২০২৩ সালেও যারা এই গানটি শুনছে তারা ভালো করেই জানে কতটা আবেগ জড়িয়ে আছে এই গানটির মধ্যে,0
সময় যে কখন চলে যায়,0
সত্যি জীবনের প্রতিটি মুহূর্তের সাথে কথা গুলো মিলে যায়,0
গানটা শুনলে অনেক কথাই মনে পড়ে যায় । বিশেষ করে প্রিয় মানুষটার কথা সে যে কবে বুঝবে ।,1
আজ এমন একটা পর্যায় আসলাম রাত ১০৮ টাই এই গানটা শুনতেছি আর কান্না করতেছি,0
মনোযোগ দিয়ে এই গানটি শুনলে সত্যি খুবই আসাধারন লাগে। আগে এই গানটি ছোটোবেলায় কত শুনতাম আর এখন ভাবি সেই সব দিনের কথা,1
বাংলা গানের শ্রেষ্ঠ কথা গুলোর একটি এটি।,0
কে কে ২০২৩ সালে এসে এই গানটা শুনছেন৷,0
২০২৩ সালে এসেও গানটা সেই আগের মতোই প্রিয়।,0
২০২৩ সালে গানটি শুনে থাকলে।। লাইক,0
১০ বছর হয়ে গেল গানটা এই তো সেদিন রিলিজ হইলো। হায় সময় কিভাবে যায়।,1
২০২৩ এ কে কে এসেছেন গান শুনতে,0
গান টা শুনলে আমারচোখ দিয়ে পানি চলে আসে,0
কিভাবে বলবো এই মানুষটাকে যে সে কত মানুষের মনের ভাষা এই গানের মাধম্যে প্রকাশ করে অনেক ভালোবাসি তাকে এবং তার এই গান গুলো,0
কিছু কিছু ভালোবাসা সত্যি কোনোদিন প্রকাশ করা যায়না। সেটা শুধু সারাজীবন মনে বয়ে বেড়াতে হয়।এই ভালোবাসা কোনোদিন শেষ হয়না।মনের মানুষ টা হয়তো অন্য কারো হয়ে যাবে ।কিন্তু মনের ভিতরে সেই যে প্রথম ভালোবাসার অনুভূতি সেগুলো রয়ে যায়।সত্যি প্রথম থেকে গান টা শুনছি।২০২৩ এসে ও খুবখুব ভালো লাগে ।প্রথম ভালোবাসার অনুভূতি মনে পড়ে যায়,1
খুব ভালো বাসতাম তাকে,1
অনেক গভীর আবেগ নিয়ে গানটা শুনতে আসলাম । জানি না আর কোনোদিন শুনতে পারবো কি না,0
২০২৩ চলতাছে প্রায় ১৩ বছর হয়ে গেছে স্টিল এখনও সেরা বুঝেনা সে বুঝেনা,1
২০২৩ সালে আমি প্রথম। আমার মত আর কে কে শুনছেন,1
আমি পা৺শকুড়া থেকে শুনছি,0
বছর বাড়বে কিন্তু গানটার বয়স বাড়বে না। যা ভালবাসা এখন তা ভালোবাসা চিরদিনই রয়ে যাবে,0
আমি দাড়িয়ে দেখছি শেষ টা জানালাই,0
গানটা শুনলে প্রিয় মানুষটিকে না পাওয়ার জ্বালটা আর বেডে জায়,0
২০২৩একে কে কে শুনছো,0
সত্যি সে কোনোদিন বুঝতে পারলো না তাকে কতটা ভালোবাসি,0
বোঝে না সে বোঝে না,0
বাংলা সিনেমা যতদিন বেঁচে থাকবে ততদিন বোঝেনা সে বোঝেনা গান আর সিনেমা বেঁচে থাকবে,0
কে কে আমার মতো ২০২৩ সালে গান তা সুনছো,0
২০২৩ সালেও  টা শুনছি,0
সত্যি আজও তোমাকে মিস করি,1
জীবনে তাকে আর বোঝাতে পারলাম না ২০২৩,0
২০২৩ এ এসেও গায়ের লোম শিউরে উঠে যায়,0
২০২৩ সালে ও যারা শুনতেছ তাদের পছন্দ খুবই ভালো বলতে হবে,0
সত্যি সব সপ্ন সত্যি হয় না,0
যারা প্রিয় মানুষ এর কাছে পাত্তা পায় না।তারা বোঝে এই গানের মানে টা,0
যারা শেষটা মেনে নিতে পারেনি যাদের মধ্যে আজও আক্ষেপ রয়ে গেছে এই লাইনগুলো তারাই বোঝে,0
তবু মনে আছে তোমার হাতটা এখনো আমার হাতে। আমার মনে আছে আমি অনুভব করতাম যে আপনি এখনও আমার সাথে প্রতি মুহূর্তে আছেন।,1
২০২৩ সালেও এটা আমার প্রিয় গান,0
জানিনা কি কারণে আমাকে ছেড়ে দিতে চাইলো,0
এই গান টা আমি যখনই শুনি কান্না করি কারণ এই গানের সাথে আমার জীবনে বাস্তব মিলে গেছে,0
আমার মতন ২০২৩ সালে কে কে গানটা শুনতে এসেছেন।,0
বুজলো না সে বুজলোনা,0
আমার অনেক ভালো লাগলো এই গানটি।,0
সবাই বদলে যায় আমি কেন বদলাতে পারি না বা পারলাম না আমি কেন এখনও সেই মানুষটাকে ভালোবাসি সেই মানুষটার জন্য প্রতিদিন নিয়ম করে কেন আমাকেই কান্না করতে হয়,1
আজ ২০২৩ সালের প্রথম দিন তারপরও এই গানটা শুনছি। কারা কারা ২০২৩ সালে সেই গানটা শুনছে সেটা লাইক দিয়ে যাবে।,0
আজ ২০২৩ সালের প্রথম দিনে গানটা শুনলাম,0
ওমান থেকে শুনছি খুব শান্তি লাগছে মনে,0
আই লাভ ইউ আল্লাহ আই লাভ ইউ হযরত মুহাম্মদ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম,0
গান টো শুনিলে শুনিয়েই থাকিব মন যায়,0
তোমাকে পেয়ে গেলে হয়তো এত সুন্দর একটা গান শোনা হতো না প্রিয়।,1
জানিনা হটাৎ করে গানটা শুনতে এত চাইছে মনটা খুব সুন্দর লাগে গানটা প্রিয় মানুষতা কখনোই আমাকে বুজলো না ।,1
অসম্পূর্ণ ভালোবাসার গল্পগুলোই মানুষ পড়তে বেশি ভালোবাসে,1
ভালোবাসা জীবনের সব থেকে বড় ভুল। ভালোবাসলে শুধু কষ্ট পেতে হয়।,1
১০ বছর আগের গান,0
সারা পৃথিবীর মানুষজন যদি বাংলা ভাষাকে বুঝতো তাহলে মনে হয় এই গানটায় বিশ্বের সেরা গানের তালিকার সবচেয়ে উপরে থাকতো,0
আমি ও তাই মনে করি,0
কি বলবো ভাই যতবার এইগানটা শুনি মনটা খুব ভালো থাকে আর আমার প্রতিটা খারাপ সময় আমি এই গানটা বারবার শুনি যাতে আমার মনটা একটু ভালো হয় আমি মনে করি আমি খুব ভাগ্যবান মানুষ কারণ আমি বাঙালী,0
ঠিক বলছেন সত্যিই গানটা কলিজায় ছুয়ে যায়,0
আজ ২০২২ এর একদম শেষ মুহূর্তে এসে আমি এই কমেন্ট করছি। সেই দিনগুলো ছিল আমার জীবনের খুব সুন্দর মুহূর্ত। সাদা সিধা জীবন যাপন ছিলবাবার পকেট থেকে টাকা নিয়ে ৫ টাকার ইন্টারনেট প্যাক করতাম। ২৫ এমবি ডাটা পেতাম ।সেই দিয়ে এই গান গুলো ডাউনলোড করে শুনতাম। দেখতে দেখতে জীবনের শৈশব পার করে আজ জীবনের চরম পর্যায়ে এসে দাড়িয়ে আছি। আজ হয়তো অনেক কিছু পেয়ে গেছি কিন্তু শৈশবের দিন গুলো আর কোনোদিন তো ফিরে পাবো না।,1
কখনও ভাবিনি তোমাকে হারিয়ে ফেলবোনিজে গুমরে গুমরে শেষ হয়ে যাচ্ছিতবে এখন আর আগের মতো কাঁদিনা কারণ বুঝে গেছি কেঁদে কিছু পাওয়া যায় না যে যাবার সে এমনিতেই যাবে কে কে শুনছো এই গানটা ২০২৩ এ,0
জীবনের এমন একটা পর্যায়ে আছি যেখানে সে কেন কেউ ই বুঝছে না আমায় সবাই ছেড়ে চলে যাচ্ছে,0
১০ বছর হয়ে গেলো কে কে গানটা এখনো শুনো,1
অনেক সুন্দর একটা গান,0
অন্ধকার ঘর কানে হেডফোন উদাসী মন সাথে এই গান টা,0
দেখতে দেখতে দশটা বছর কেটে গেল,1
গান শুনে কেমন যানি বুকের মধ্যে কাপোনি দিয়ে আসে,0
সত্যি একটা অসাধারণ গান এখনও কত নতুন লাগে। কখনো পুরানো হবে না,1
এই গানটা শুনবার জন্যে হয়ত আমাদের সম্পর্কের এত দুরত্ব,0
কানে হেডফোন দিয়ে চোখ বুজে জগতের সব কিছু ভুলে একবার গানটা শুনে দেখুন,0
তাঁর কখা মনে পরলে গান শুনি অনেক ভালো লাগে,1
যতবার শুনি ততবার ভালো লাগে,0
অতীতের কষ্ট কাউকেই বুঝানো সম্ভব না,0
চাকরী ছিলো না বলে,1
এই গানটা শুনে কার কার আগের কথা মনে পরে আমার মতো চোখের জল ফেলছো,0
১০ বছর আগে যখন এই গানটা আসে তখন আমি ছোট ছিলাম ওই সময় থেকে এই গানটার সাথে একটা ইমোশন লেগে গেছে,1
এই গানটা প্রচুর আবেগপূর্ণ। ৭ বছর পার হল তবুও মনে হয় যেন নতুন করে শুনছি।অমায়িক লিরিক।,1
সেরা সবসমই ই সেরা থাকে,0
সবাই অরিজিত সিং এর কথা বলে কিন্তু একবারও কেউ ইন্দ্রদীপ দাশগুপ্তের কথা বলে না কি অসাধারণ মিউজিক দিয়েছেন । আর প্রসেনের গানের কথা গুলো দূর্দান্ত ।,0
আমি ২০২২ সালে আবারও এই গানের একটা চরম ভক্ত  আপনাদের মতোও আমিও এই গান অনেক আসক্ত ।,0
হয়তো আর কোনদিন দেখা হবেনা ভালো থেক,1
হঠাত্ করেই গানটা শুনতে ইচ্ছা করলকে কে আমার মতো ২০২২,0
সত্যি ভালোবাসার মানুষটাকে বারবার বোঝানোর পরও যদি না বোঝে তাহলে খুব কষ্ট লাগে।,1
এটা এমন একটা বাংলা গান যেটা কোনো দিন পুরনো হবে না,0
তাকে ছেড়ে ছ মাস হলো ইউটিউব স্ত্রোল করতে করতে গানটি চোখে পড়ল শুনার পর আজ থেকে অনেক মিস করছি কমেন্টটা রেখে গেলাম যখন কেউ এটাতে লাইক করবে আবার এসে শুনবো,1
সত্যিই তাকে বোঝানো দায়,0
কারা কারা ভিডিও দেখতে দেখতে কমেন্টস পরতে এসেছেণ তারা লাইক করুন,0
সময়টা ছিল ২০১৪২৫ এর স্কুল যাওয়ার আগে অবসর সময়ে সঙ্গীত বাংলার পর্দায় চেয়ে থাকতাম গানটা শোনার জন্য।মনে পড়ে যায় সেই দিন গুলো। কতটা দূরে চলে এসেছি শৈশব থেকে,1
৭ বছর পর আবারো গানটা শুনলাম,1
হয়েছে অরিজিৎ আর মোনালির একটা গান,0
একটা বিশ্বস্ত সম্পর্কে কতশত বার বিচ্ছেদ হয় তবুও কেউ কাউকে ছেড়ে যায় নাহ,0
একটা বিশ্বস্ত সম্পর্কের কতশতবার বিচ্ছেদ হয় তবুও কেউ কাউকে ছেড়ে যায় না,0
সে কি আদোও বোঝে প্রশ্ন টা তোলা থাকলো,0
গানটা একটা সিড়ি যা বার বার আমাকে অতিতে নিয়ে যায়,0
আসলেই সে বুঝেনা ‍,0
গানটা শুনে দঃখ কষ্ট ভালোবাসা  সব কিছু অনুভব করা যায়,1
লাইক দিলাম গান টা শোনেন। যখন গান টা শুনবেন আমাকে জানাবেন,0
অনেক সুন্দর মনের মতো,0
অরিজিৎ আমাদের বাঙালির নয় সমস্ত ভারতের গর্ভ। আজ বিদেশিরা পর্যন্ত তাকে জানে।,0
সত্যিই গানটা পুরোন বলতে নাই,0
অসাধারণ লাগলো এই গানটি,0
এই গানটা কখনো পুরাতন মনে হয় নাহ্ শুনলেই কান্না চলে আসে,1
সত্যিই কান্না চলে আছে ।,0
মাঝরাতে ফুঁপিয়ে কান্না করা মানুষ গুলো জানে ভালোবাসা কি,0
ভালোবাসার আরেক নাম কি শুধুই কষ্টে ভরা জীবন ।। ভালো থাকুক ভালোবাসা অন্য কারো ভালোবাসায় অন্য কারো যত্নে।।।।।।। ভালোবাসা ভালোথাকুক।,0
সবাই ফুঁপিয়ে ফুঁপিয়ে কাঁদে না কেউ কেউ নিশব্দেও কাঁদে,0
হুম একদম মনের কথা,0
যদি প্রিয় তুমি কখনও কষ্ট পেয়ে এই গানটা গুনতে আসো তা হলে বুঝে নিইও আমি কত টুকু কষ্টের মধ্যে ছিলাম তোমার জন্য আরিয়ান,0
এই গানটা যতবার শুনি ততবার কান্না আসে,0
কিছু গান পুরোনো হয়ে গেলেয়ো মানে আর কথা পুরোনো হয় না,0
যখন নিজের কাছের এবং প্রিয়ো মানুষ টাকে পায়না তখন সেই বলতে পারে তাঁর কতোটা কষ্ট হয় মেয়েদের মৃতু হয় ১৩ থেকে ১৬ বছরের মধ্যে আর কবর বা পোরানো হয় ৭০থেকে ৮০ বছরের মধ্যে,1
ছবি দেখে কেথে ফেললাম,0
কিছু গান কখনো পুরোনো হয় না।,0
আজ ও গানটা শুনলে মনটা সান্ত হয়ে যায়।।।,1
ভীষণ ভালোবাসা সত্ত্বেও মানুষটিকে যে ঠিক কতটা ভালোবাসি এই কথাটা বুঝাতে না পারাটা বোধ হয় সবচেয়ে কষ্টের,0
কিছু কিছু স্বপ্ন দেখার আগে ই সে সমস্ত স্বপ্ন ভেঙে যায়,0
এই গানটা আমার আবেগ আমার ভালোবাসা আমার ভালোলাগা আমার দুঃখ কষ্টের সঙ্গী,1
